Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit
CA-2017-157448,16/11/2017,20/11/2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,Not,12.42,3,0,4.47
CA-2015-149748,31/05/2015,31/05/2015,Second Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Paterson,New Jersey,7501,East,Chuck Magee,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,Not,8.28,2,0,2.98
CA-2015-113971,05/08/2015,05/08/2015,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Cuyahoga Falls,Ohio,44221,East,Chuck Magee,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Not,8.35,6,0.2,1.25
CA-2016-130799,11/11/2016,16/11/2016,Second Class,BK-11260,Berenike Kampe,Consumer,United States,San Francisco,California,94110,West,Anna Andreadi,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Not,6.96,4,0,2.23
CA-2014-106264,26/12/2014,30/12/2014,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024,West,Anna Andreadi,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Not,3.48,2,0,1.11
CA-2017-129021,23/08/2017,26/08/2017,Second Class,PO-18850,Patrick O'Brill,Consumer,United States,Tallahassee,Florida,32303,South,Cassandra Brandow,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Not,2.78,2,0.2,0.42
US-2014-148194,05/04/2014,05/07/2014,First Class,BS-11365,Bill Shonely,Corporate,United States,Seattle,Washington,98105,West,Anna Andreadi,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Not,12.18,7,0,3.9
CA-2016-142545,28/10/2016,28/10/2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,Chuck Magee,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Not,77.6,4,0,38.02
US-2017-161193,20/11/2017,26/11/2017,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Newark,Ohio,43055,East,Chuck Magee,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Not,77.6,5,0.2,28.13
CA-2014-131051,12/01/2014,12/05/2014,Standard Class,TR-21325,Toby Ritter,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Not,58.2,3,0,28.52
CA-2015-126557,07/12/2015,07/12/2015,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Not,7.76,1,0.6,-2.13
CA-2015-137526,13/01/2015,17/01/2015,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Not,77.6,4,0,38.02
CA-2016-121447,21/02/2016,22/02/2016,First Class,EA-14035,Erin Ashbrook,Corporate,United States,New York City,New York,10011,East,Chuck Magee,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Not,135.8,7,0,66.54
US-2017-118087,09/09/2017,13/09/2017,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Yes,17.02,2,0.2,1.7
CA-2015-120439,14/06/2015,18/06/2015,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Not,51.07,6,0.2,5.11
CA-2014-158372,11/10/2014,16/11/2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,Anna Andreadi,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Not,53.2,5,0,14.9
CA-2015-121797,30/01/2015,02/06/2015,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",Not,227.36,7,0,81.85
CA-2014-138681,20/12/2014,22/12/2014,First Class,CT-11995,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,Anna Andreadi,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",Not,51.97,2,0.2,10.39
CA-2016-140018,21/11/2016,26/11/2016,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",Not,77.95,3,0.2,15.59
CA-2017-151484,20/04/2017,23/04/2017,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",Not,51.97,2,0.2,10.39
CA-2017-139353,28/10/2017,30/10/2017,Second Class,JM-15250,Janet Martin,Consumer,United States,Fayetteville,North Carolina,28314,South,Cassandra Brandow,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",Not,77.95,3,0.2,15.59
CA-2016-129280,05/03/2016,05/05/2016,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,43055,East,Chuck Magee,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",Not,51.97,2,0.2,10.39
CA-2014-156160,22/09/2014,29/09/2014,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,New York City,New York,10035,East,Chuck Magee,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",Not,97.44,3,0,35.08
CA-2016-147578,22/04/2016,26/04/2016,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,Not,31.56,3,0,10.41
CA-2016-159639,27/11/2016,27/11/2016,Standard Class,PC-18745,Pamela Coakley,Corporate,United States,Westfield,New Jersey,7090,East,Chuck Magee,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,Not,31.56,3,0,10.41
CA-2016-165827,11/04/2016,11/09/2016,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Miami,Florida,33180,South,Cassandra Brandow,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,Not,50.5,6,0.2,8.21
CA-2016-126732,09/02/2016,09/06/2016,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,Yes,94.68,9,0,31.24
CA-2015-148495,13/08/2015,13/08/2015,Same Day,SF-20065,Sandra Flanagan,Consumer,United States,Pomona,California,91767,West,Anna Andreadi,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,Not,31.56,3,0,10.41
CA-2014-110422,21/01/2014,23/01/2014,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Miami,Florida,33180,South,Cassandra Brandow,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,Not,25.25,3,0.2,4.1
CA-2016-142902,09/12/2016,09/12/2016,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,Anna Andreadi,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Not,15.14,4,0.2,3.59
CA-2015-162537,28/10/2015,28/10/2015,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,Cassandra Brandow,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Not,33.11,7,0,12.91
CA-2017-168837,14/10/2017,17/10/2017,First Class,JW-15955,Joni Wasserman,Consumer,United States,Oakland,California,94601,West,Anna Andreadi,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Not,9.46,2,0,3.69
CA-2016-151155,20/12/2016,24/12/2016,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Jackson,Mississippi,39212,South,Cassandra Brandow,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Not,18.92,4,0,7.38
CA-2014-102652,04/06/2014,04/12/2014,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,Anna Andreadi,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Yes,33.11,7,0,12.91
CA-2017-155642,18/05/2017,22/05/2017,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,60653,Central,Kelly Williams,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Not,1.89,1,0.6,-0.99
CA-2014-142769,13/09/2014,13/09/2014,Same Day,RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Yes,14.19,3,0,5.53
CA-2017-147550,12/04/2017,12/05/2017,First Class,KE-16420,Katrina Edelman,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Not,11.35,3,0.2,2.7
CA-2017-146780,25/12/2017,30/12/2017,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10035,East,Chuck Magee,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,Not,41.96,2,0,10.91
CA-2017-143035,10/03/2017,10/05/2017,Second Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,10009,East,Chuck Magee,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,Not,83.92,4,0,21.82
US-2017-126053,12/05/2017,12/08/2017,First Class,CS-11950,Carlos Soltero,Consumer,United States,New York City,New York,10024,East,Chuck Magee,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,Not,41.96,2,0,10.91
CA-2016-116722,11/11/2016,16/11/2016,Standard Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,Anna Andreadi,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,Not,41.96,2,0,10.91
CA-2016-114860,22/12/2016,28/12/2016,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Moreno Valley,California,92553,West,Anna Andreadi,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,Not,41.96,2,0,10.91
CA-2015-122756,12/03/2015,12/07/2015,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,Not,2.96,1,0.2,0.78
CA-2016-160745,12/11/2016,16/12/2016,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,Anna Andreadi,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,Not,14.8,4,0,6.07
CA-2015-133627,31/05/2015,06/07/2015,Standard Class,SC-20050,Sample Company A,Home Office,United States,Norwich,Connecticut,6360,East,Chuck Magee,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,Not,22.2,6,0,9.1
CA-2016-167507,22/12/2016,28/12/2016,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Redmond,Oregon,97756,West,Anna Andreadi,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,Not,11.84,4,0.2,3.11
US-2014-165659,06/01/2014,06/06/2014,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Little Rock,Arkansas,72209,South,Cassandra Brandow,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,Not,22.2,6,0,9.1
CA-2017-129805,28/12/2017,01/02/2018,Standard Class,HM-14860,Harry Marie,Corporate,United States,Seattle,Washington,98103,West,Anna Andreadi,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,Not,7.4,2,0,3.03
CA-2017-108322,30/04/2017,05/05/2017,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,33068,South,Cassandra Brandow,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,Not,23.68,8,0.2,6.22
CA-2017-163860,28/12/2017,01/01/2018,Standard Class,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,61604,Central,Kelly Williams,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,Not,2.96,2,0.6,-1.41
CA-2017-131156,04/03/2017,04/07/2017,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,Not,25.47,4,0.2,7.64
CA-2014-164721,25/11/2014,27/11/2014,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,Anna Andreadi,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,Yes,23.88,3,0,10.51
CA-2016-128818,05/07/2016,05/11/2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,New York,10009,East,Chuck Magee,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,Not,63.68,8,0,28.02
CA-2017-158967,12/10/2017,12/12/2017,First Class,BT-11680,Brian Thompson,Consumer,United States,Fort Lauderdale,Florida,33311,South,Cassandra Brandow,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,Not,19.1,3,0.2,5.73
CA-2016-130050,16/07/2016,18/07/2016,Second Class,MC-17425,Mark Cousins,Corporate,United States,Houston,Texas,77036,Central,Kelly Williams,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,Not,9.55,3,0.6,-3.82
CA-2015-129700,05/04/2015,05/05/2015,First Class,LA-16780,Laura Armstrong,Corporate,United States,Tinley Park,Illinois,60477,Central,Kelly Williams,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,Not,22.29,7,0.6,-8.92
CA-2014-120544,23/11/2014,27/11/2014,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Mesquite,Texas,75150,Central,Kelly Williams,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,Not,6.37,2,0.6,-2.55
CA-2017-137456,21/12/2017,21/12/2017,Same Day,RB-19465,Rick Bensley,Home Office,United States,Fremont,Nebraska,68025,Central,Kelly Williams,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,Not,15.92,2,0,7
CA-2017-133046,27/07/2017,27/07/2017,Second Class,DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98115,West,Anna Andreadi,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,Not,23.88,3,0,10.51
CA-2016-128916,18/08/2016,20/08/2016,Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77070,Central,Kelly Williams,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,Not,9.55,3,0.6,-3.82
CA-2017-153339,11/03/2017,11/05/2017,Second Class,DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,Cassandra Brandow,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,Not,15.99,1,0.2,1
CA-2017-158407,06/04/2017,06/10/2017,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,28110,South,Cassandra Brandow,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,Not,31.98,2,0.2,2
CA-2016-130407,09/02/2016,09/06/2016,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York City,New York,10024,East,Chuck Magee,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,Not,39.98,2,0,10
CA-2017-158876,19/11/2017,21/11/2017,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Carrollton,Texas,75007,Central,Kelly Williams,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,Not,15.99,2,0.6,-13.99
CA-2017-140298,05/11/2017,05/11/2017,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,78745,Central,Kelly Williams,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,Not,8,1,0.6,-7
CA-2014-136861,09/05/2014,09/07/2014,First Class,PR-18880,Patrick Ryan,Consumer,United States,Saint Petersburg,Florida,33710,South,Cassandra Brandow,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,Not,31.98,2,0.2,2
CA-2014-131450,08/08/2014,15/08/2014,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,Anna Andreadi,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,Not,327.76,8,0,91.77
CA-2015-137750,25/06/2015,30/06/2015,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,San Francisco,California,94110,West,Anna Andreadi,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,Not,204.85,5,0,57.36
US-2017-125717,28/09/2017,28/09/2017,First Class,DS-13030,Darrin Sayre,Home Office,United States,Aurora,Colorado,80013,West,Anna Andreadi,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,Not,32.78,1,0.2,3.28
US-2015-139675,13/03/2015,18/03/2015,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,Chico,California,95928,West,Anna Andreadi,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,Not,327.76,8,0,91.77
CA-2015-100146,14/05/2015,19/05/2015,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,Anna Andreadi,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,Not,122.91,3,0,34.41
US-2016-141880,22/08/2016,23/08/2016,First Class,TC-21475,Tony Chapman,Home Office,United States,Fort Collins,Colorado,80525,West,Anna Andreadi,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,Not,98.33,3,0.2,9.83
CA-2015-135391,02/09/2015,02/11/2015,Second Class,FA-14230,Frank Atkinson,Corporate,United States,San Antonio,Texas,78207,Central,Kelly Williams,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",Not,40.78,2,0.6,-30.59
CA-2014-145317,18/03/2014,23/03/2014,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,Cassandra Brandow,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",Not,122.35,3,0.2,15.29
CA-2015-153535,20/05/2015,24/05/2015,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Wilson,North Carolina,27893,South,Cassandra Brandow,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",Not,163.14,4,0.2,20.39
CA-2014-113383,09/10/2014,09/10/2014,First Class,SF-20065,Sandra Flanagan,Consumer,United States,Clifton,New Jersey,7011,East,Chuck Magee,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",Not,254.9,5,0,76.47
CA-2016-116337,11/07/2016,11/12/2016,Standard Class,MC-17845,Michael Chen,Consumer,United States,Dallas,Texas,75220,Central,Kelly Williams,FUR-FU-10002030,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Not,44.46,5,0.6,-17.78
CA-2015-103870,27/12/2015,31/12/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,Cassandra Brandow,FUR-FU-10002030,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Not,53.35,3,0.2,16.01
CA-2017-131695,30/06/2017,30/06/2017,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10024,East,Chuck Magee,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",Not,22.23,1,0,9.78
CA-2016-146143,14/12/2016,19/12/2016,Standard Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,Cassandra Brandow,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",Not,133.38,6,0,58.69
CA-2014-122217,24/11/2014,29/11/2014,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Virginia Beach,Virginia,23464,South,Cassandra Brandow,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",Not,111.15,5,0,48.91
CA-2016-142594,12/01/2016,12/06/2016,Second Class,EJ-14155,Eva Jacobs,Consumer,United States,Franklin,Massachusetts,2038,East,Chuck Magee,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",Not,111.15,5,0,48.91
CA-2016-169943,19/05/2016,24/05/2016,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,Chuck Magee,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,Not,35.92,4,0,15.09
CA-2016-160129,23/11/2016,23/11/2016,Same Day,LS-17200,Luke Schmidt,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,Not,14.37,2,0.2,3.95
CA-2015-154795,20/12/2015,24/12/2015,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Bullhead City,Arizona,86442,West,Anna Andreadi,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,Not,14.37,2,0.2,3.95
CA-2014-124478,08/08/2014,08/12/2014,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183,Central,Kelly Williams,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,Not,53.88,6,0,22.63
US-2014-140452,12/06/2014,12/10/2014,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,Yes,10.78,3,0.6,-4.85
CA-2016-117912,02/04/2016,02/08/2016,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Sierra Vista,Arizona,85635,West,Anna Andreadi,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,Not,14.37,2,0.2,3.95
CA-2016-149237,26/05/2016,30/05/2016,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Kelly Williams,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,Not,26.94,3,0,11.31
US-2016-135923,22/01/2016,28/01/2016,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,28314,South,Cassandra Brandow,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,Not,14.27,8,0.2,4.28
CA-2016-157511,18/09/2016,20/09/2016,First Class,SV-20365,Seth Vernon,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,Not,5.35,3,0.2,1.61
CA-2014-114314,10/11/2014,10/11/2014,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fayetteville,Arkansas,72701,South,Cassandra Brandow,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,Not,8.92,4,0,3.92
CA-2015-125934,09/11/2015,09/11/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Paterson,New Jersey,7501,East,Chuck Magee,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,Not,8.92,4,0,3.92
CA-2015-118871,12/04/2015,12/09/2015,Second Class,HM-14860,Harry Marie,Corporate,United States,Los Angeles,California,90049,West,Anna Andreadi,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",Not,36.4,5,0,13.83
CA-2014-118276,29/12/2014,01/02/2015,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Saint Charles,Illinois,60174,Central,Kelly Williams,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",Not,8.74,3,0.6,-4.8
CA-2014-125759,02/08/2014,02/09/2014,First Class,NM-18445,Nathan Mautz,Home Office,United States,North Las Vegas,Nevada,89031,West,Anna Andreadi,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",Not,14.56,2,0,5.53
CA-2014-157721,09/02/2014,09/05/2014,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,13601,East,Chuck Magee,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Not,70.71,1,0,4.95
US-2015-138121,17/12/2015,17/12/2015,Same Day,JL-15835,John Lee,Consumer,United States,Detroit,Michigan,48205,Central,Kelly Williams,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Not,212.13,3,0,14.85
CA-2014-108273,16/12/2014,21/12/2014,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,Huntsville,Texas,77340,Central,Kelly Williams,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Not,56.57,2,0.6,-74.95
CA-2017-151750,01/01/2017,01/05/2017,Standard Class,JM-15250,Janet Martin,Consumer,United States,Huntsville,Texas,77340,Central,Kelly Williams,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Not,141.42,5,0.6,-187.38
CA-2016-130638,16/05/2016,19/05/2016,Second Class,SC-20095,Sanjit Chand,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Yes,282.84,4,0,19.8
CA-2016-103730,06/12/2016,06/12/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,Chuck Magee,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,Not,47.04,3,0,18.35
CA-2015-131338,08/09/2015,08/12/2015,First Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,Chuck Magee,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,Not,47.04,3,0,18.35
